971	255	710
1011	293	711
1021	300	704
1220	475	736
1321	590	724
1386	647	733
1450	410	1012
1545	719	823
1561	727	830
1623	731	885
1549	755	782
1544	766	770
1401	626	762
1278	529	733
1230	475	738
1225	457	751
1197	363	818
1187	441	735
1190	436	734
1153	419	724
1154	419	721
1197	452	733
1208	477	729
1480	733	740
1534	719	809
1515	709	793
1524	733	787
1536	739	788
1517	743	767
1502	745	751
1490	741	748
1187	407	775
1101	312	789
1083	291	789
1060	272	782
1060	270	785
1062	265	791
1050	232	809
33	15	18
65	24	40
75	27	48
105	42	60
148	49	96
166	58	107
175	63	111
212	82	129
228	88	139
245	95	148
255	101	154
259	102	153
366	158	208
570	243	324
653	243	404
727	242	476
777	242	526
823	243	579
923	226	685
20	4	16
18	3	14
12	3	9
33	7	26
13	2	11
12	2	10
84	28	51
79	25	50
70	14	46
62	12	43
23	6	16
14	2	11
10	2	7
11	5	6
15	7	8
19	6	13
25	8	17
35	12	23
40	16	24
42	18	22
13	2	11
270	92	175
10	2	7
52	10	41
30	7	19
42	11	23
47	21	21
49	10	38
10	2	8
11	2	9
13	2	11
41	8	33
12	2	10
11	5	5
11	5	6
19	3	16
10	2	8
18	3	15
24	4	19
29	7	22
34	11	20
36	11	25
39	14	24
63	14	48
155	47	101
140	35	81
120	44	65
94	43	46
63	13	29
89	41	44
102	41	43
109	35	53
15	5	10
17	6	11
1006	290	707
980	274	698
970	276	682
963	258	703
957	261	693
961	266	686
962	265	690
976	226	723
964	210	749
947	206	740
948	195	748
145	32	113
133	31	101
82	21	59
65	14	47
45	10	34
23	10	13
104	36	67
119	40	79
165	54	109
169	56	111
274	65	196
273	75	194
277	62	194
258	80	175
25	5	20
15	4	11
13	4	9
41	8	33
10	2	8
483	107	299
474	110	300
457	103	353
19	4	15
34	7	27
10	3	7
34	6	27
19	3	16
113	23	65
71	28	37
13	2	11
32	6	26
23	4	19
13	2	10
22	4	18
35	7	28
13	3	10
85	30	37
11	4	6
18	7	10
24	6	15
47	10	31
57	21	31
130	35	88
725	148	577
727	154	571
33	11	20
26	12	13
17	8	9
11	3	8
10	4	6
12	4	8
35	17	18
40	8	32
774	300	382
664	202	280
662	218	401
670	232	334
681	296	342
664	261	340
670	205	327
6794	2372	3695
156	52	103
19	3	16
950	196	745
12	2	9
81	29	52
82	16	66
47	9	31
45	9	24
43	11	23
32	8	20
28	5	20
19	6	12
14	2	12
23	4	19
13	2	11
260	53	149
168	55	84
36	9	19
61	21	35
11	2	9
34	7	26
198	60	129
207	75	99
37	7	30
729	300	428
707	265	442
680	198	474
672	195	474
662	284	375
687	274	410
18	3	15
202	40	107
105	21	49
33	10	20
40	12	19
45	10	26
970	313	651
1523	735	771
1579	762	815
1579	769	806
1675	823	840
1660	815	832
1652	818	823
1679	823	840
1535	751	762
1534	757	773
1495	726	752
1476	724	739
1125	383	737
1125	363	759
1129	357	768
1127	352	768
1097	328	763
1095	321	769
1092	310	776
1086	309	757
1010	234	773
987	209	774
458	95	352
15	3	10
31	14	17
84	21	53
67	15	49
471	121	346
1354	417	923
1920	578	1320
1922	506	1393
1964	478	1462
1966	463	1491
1983	435	1518
1984	459	1510
2046	480	1552
2181	657	1517
2216	684	1508
2239	745	1482
2231	713	1502
2240	706	1508
2166	711	1434
2238	785	1450
2294	792	1480
2305	823	1469
2196	782	1403
2188	786	1394
2192	777	1401
2185	758	1411
2186	764	1405
2182	776	1395
2019	716	1286
2012	722	1275
1989	711	1265
1996	711	1264
1997	700	1289
2033	724	1297
2083	745	1329
2115	756	1357
2111	745	1364
1986	635	1331
836	235	581
795	228	555
775	224	542
724	212	506
13	3	10
271	57	207
92	20	70
64	17	46
33	6	27
23	5	17
14	2	11
118	23	91
85	17	68
59	12	47
11	3	8
11	2	8
14	4	10
433	104	326
447	102	344
470	99	370
470	129	339
439	143	284
851	172	678
877	181	688
881	186	682
930	217	710
962	232	715
963	241	713
963	240	720
996	277	709
1027	302	716
1021	298	718
1022	286	731
19	3	16
11	2	9
49	22	27
83	34	47
110	47	62
145	63	82
196	83	111
228	97	128
432	132	300
454	132	322
467	129	336
539	145	389
671	137	533
4274	1222	3038
3086	1067	2012
140	50	90
330	85	184
418	150	202
530	171	244
678	161	509
847	217	507
1721	508	1138
7476	2097	5369
2405	650	1720
2313	645	1556
1744	425	1312
1361	612	647
1167	332	829
999	311	617
22	4	18
28	6	22
33	9	24
41	10	30
45	12	31
50	12	38
55	15	40
55	15	38
59	15	44
61	15	46
73	14	58
80	18	62
14	2	10
10	2	7
115	28	63
117	28	88
24	5	18
14	2	12
12	2	10
1193	315	875
1169	321	833
1125	308	812
1022	229	779
1130	300	829
1012	222	784
1002	214	784
1007	210	786
62	22	37
55	12	38
48	12	31
44	10	33
37	7	29
10	3	7
1490	711	753
1489	707	747
1482	724	755
1476	685	789
1388	600	777
1380	598	750
1332	624	700
1161	514	638
1031	314	713
981	238	739
13	2	11
94	26	50
79	31	36
40	9	20
96	19	55
122	28	92
98	19	71
92	21	69
79	20	58
70	15	50
62	16	46
54	14	40
47	13	29
41	11	29
29	9	18
22	7	15
16	3	13
14	3	11
33	6	27
17	3	14
143	32	110
49	14	23
31	8	17
289	93	148
387	79	192
375	81	274
202	42	149
206	50	151
223	49	165
269	61	204
11	2	9
237	80	152
15	3	11
23	10	11
20	7	12
17	8	8
17	6	10
15	5	8
15	4	8
13	3	9
12	4	8
14	3	10
19	3	16
13	2	11
13	2	11
192	66	84
148	41	76
46	15	26
86	23	38
192	72	100
199	48	132
209	45	162
26	9	17
41	8	33
17	4	13
107	30	60
95	37	37
20	4	16
15	3	12
10	4	6
25	9	12
38	18	19
123	41	80
1888	539	1120
2041	430	1604
2025	410	1579
2057	518	1524
2062	486	1553
1415	443	842
1148	284	858
554	129	403
20	5	15
494	128	363
489	123	361
90	24	48
87	19	42
73	24	37
43	16	18
13	2	11
31	7	24
910	238	663
920	258	660
930	248	667
923	239	674
1074	270	791
1427	452	964
1450	672	764
1364	654	702
1255	280	972
1245	285	959
1210	249	943
104	32	72
12	2	10
26	8	17
62	13	44
48	16	31
41	10	30
38	9	27
34	7	25
29	7	22
25	7	16
14	4	10
11	2	9
25	8	17
33	9	23
35	11	24
45	11	34
51	13	38
54	12	40
62	16	45
64	21	43
86	22	63
175	42	132
465	110	354
653	144	507
10	3	7
73	18	55
62	12	50
71	27	41
67	28	38
357	113	197
561	252	284
736	176	553
1414	345	1064
1469	348	1106
2998	720	2248
2796	1353	1434
2798	1368	1427
2786	1366	1390
2803	1351	1434
2801	1350	1427
2740	695	2034
2710	682	1975
2634	731	1901
2734	1313	1389
2826	718	2094
2599	641	1929
2872	719	2138
2980	734	2210
2936	712	2180
1614	780	813
1544	760	776
77	17	60
75	16	59
73	16	56
53	19	34
47	16	31
39	14	25
36	13	22
28	10	18
16	6	10
17	3	14
319	149	157
248	78	167
147	35	107
843	183	644
891	211	656
939	247	681
957	284	668
979	314	663
978	321	644
1001	328	661
1012	325	680
1009	321	675
1009	322	678
17	7	8
141	52	60
1354	541	766
1093	228	861
14	3	11
21	5	16
52	11	41
51	22	29
23	4	18
19	6	11
17	7	8
17	4	13
14	6	8
10	3	7
13	3	9
16	7	8
22	8	14
30	13	17
39	16	23
44	17	26
64	24	40
3585	1727	1828
3803	1111	2638
4999	1371	3592
1425	389	999
1048	251	767
1037	271	762
1041	363	658
1011	218	782
2016	514	1490
5633	1370	4137
7665	1861	5701
7652	1795	5749
4813	2235	2542
4235	1835	2357
14	2	12
12	2	10
817	251	560
1142	323	816
1845	441	1399
1870	509	1354
1874	517	1346
1288	396	874
1185	375	802
655	174	479
317	145	172
406	105	292
861	214	643
23	4	19
95	21	55
90	22	51
84	20	49
54	21	27
11	3	8
435	90	308
357	85	265
999	202	793
1014	218	783
1048	264	777
1064	284	774
1145	356	784
4312	1395	2839
2930	599	2316
1987	412	1474
61	16	45
1351	345	1001
3605	1665	1911
351	113	169
289	74	173
227	50	127
73	18	47
99	19	59
13	2	9
12	2	9
12	2	9
12	3	8
10	2	8
10	3	7
17	3	14
12	2	10
88	18	46
83	18	39
568	204	359
588	217	370
337	138	193
30	12	18
290	60	224
61	20	34
59	12	44
18	4	14
16	4	11
17	6	9
21	8	12
31	8	21
37	7	28
48	12	33
64	15	47
73	15	52
22	5	17
14	2	12
16	3	13
148	34	106
135	32	100
102	23	73
78	19	59
62	13	46
46	11	33
169	40	119
177	37	136
179	50	121
178	50	117
179	65	110
188	67	118
194	53	138
210	90	114
13	2	11
13	2	11
116	24	74
101	22	55
87	19	59
61	13	32
1351	613	708
163	77	83
157	74	81
150	71	79
140	64	74
128	57	69
123	55	66
106	51	55
96	44	47
82	40	42
78	37	41
63	28	34
39	18	21
35	15	20
28	11	15
17	6	10
14	6	8
14	2	12
75	20	54
36	7	29
49	14	34
40	18	21
14	2	12
10	2	8
304	136	165
11	2	9
14	4	10
18	5	13
20	5	14
24	5	19
28	5	22
30	8	22
34	12	22
39	11	28
43	17	25
651	257	389
570	172	394
25	5	20
368	81	285
377	94	279
392	113	277
395	116	279
410	127	274
31	6	25
13	2	11
271	67	199
819	177	635
938	263	648
958	273	627
989	301	681
1078	367	701
1098	413	681
1217	524	671
1187	488	685
1105	420	659
1079	391	683
1068	374	682
1037	347	662
1023	318	688
914	199	705
919	205	707
931	211	709
946	226	718
969	241	724
985	259	722
1012	291	716
1065	403	641
1016	355	658
987	308	663
981	313	667
967	299	663
930	270	635
915	262	641
892	242	640
859	213	637
824	177	642
926	276	648
1054	384	667
1069	390	672
1070	401	669
1079	395	666
1092	403	682
1101	423	677
1117	420	692
1269	567	696
1263	560	688
1256	555	695
1261	555	701
1160	465	692
1156	440	697
1147	436	706
1136	430	698
1130	435	680
1138	421	715
1142	444	685
1158	464	681
1159	469	684
1262	563	680
1130	404	714
1115	378	730
1110	370	734
1107	364	735
128	40	86
80	20	50
101	20	60
10	2	8
70	26	44
45	16	29
40	13	26
11	2	8
87	28	54
77	25	52
22	6	15
14	5	9
11	4	6
16	4	11
27	7	17
46	14	24
30	6	24
37	9	28
42	11	31
56	12	44
58	12	45
62	13	49
64	13	51
26	13	13
19	8	10
18	8	10
14	7	7
11	5	6
187	54	131
582	145	428
807	168	635
1031	372	652
1069	402	661
1098	436	661
1140	228	904
1139	435	693
900	185	707
935	260	669
876	182	686
897	185	702
906	185	704
913	186	714
14	2	12
1113	400	406
1842	554	1287
7989	3060	4877
7860	1784	5764
7642	3612	3937
7662	3291	4347
6900	2436	4430
5181	1365	3788
4399	2095	2279
4201	1654	2477
1835	438	1393
621	206	413
585	264	320
519	195	321
473	134	336
455	136	291
433	135	287
191	87	102
185	84	99
148	68	80
128	61	67
114	52	62
103	46	57
96	40	55
77	33	44
65	27	38
51	20	31
41	13	28
33	12	21
25	8	16
19	7	12
10	2	8
10	3	7
1183	311	867
1182	307	873
1182	301	874
1195	303	879
1193	311	879
1198	306	872
1193	310	876
1171	310	854
1129	299	824
1121	294	817
1112	305	804
1118	296	793
1110	291	811
1293	362	928
1363	444	910
226	53	170
221	57	160
221	75	145
223	92	129
207	94	113
207	80	125
203	71	131
212	63	148
211	53	158
810	163	640
849	170	673
871	177	686
1321	288	1031
1334	285	1033
1412	305	1098
1424	316	1104
1539	320	1197
1571	329	1228
1590	333	1235
1613	338	1258
1645	351	1253
1858	411	1429
2141	473	1640
2139	468	1649
1837	861	962
1010	354	640
1022	354	658
989	272	712
959	246	708
948	277	665
921	260	660
872	175	691
28	6	21
394	90	299
265	92	173
36	12	24
984	267	704
1121	414	680
1144	448	692
1194	439	748
1155	402	740
14	2	12
26	5	21
917	203	702
918	208	701
944	190	753
934	196	729
927	212	705
951	226	715
974	243	721
1015	287	724
1031	291	726
1113	409	694
1034	210	820
725	293	430
675	255	418
503	166	334
1168	262	899
1169	290	878
1188	302	878
1205	254	851
1204	341	860
1192	344	838
1164	264	806
1147	328	817
1086	313	771
1161	376	784
1149	240	907
964	240	724
824	387	435
819	221	595
808	220	582
363	151	158
348	158	189
295	130	157
276	109	167
265	99	162
250	69	178
220	97	116
206	86	118
201	86	111
190	79	107
176	74	95
169	76	91
157	64	92
147	58	83
111	50	60
100	46	54
81	37	41
66	31	35
45	20	23
10	2	8
13	2	11
56	13	39
28	7	19
32	8	23
19	4	14
16	7	8
11	3	7
11	3	8
14	3	11
19	6	12
23	7	16
25	7	18
32	10	21
40	13	27
47	20	23
22	4	18
2152	816	1306
2700	811	1798
1171	306	832
1515	678	814
1826	536	1015
2060	897	1065
172	37	129
203	50	144
227	51	136
266	61	179
313	110	143
340	91	222
1156	434	697
728	246	416
659	194	448
619	133	450
14	3	11
18	4	12
958	229	725
999	215	779
979	216	758
1096	541	550
640	152	486
412	82	322
173	35	138
41	19	20
36	16	17
33	14	16
29	13	14
25	10	13
23	9	13
23	9	12
20	8	11
20	8	12
17	7	8
14	6	8
13	6	7
40	15	24
33	14	17
26	12	12
25	11	11
20	6	14
19	5	12
19	5	14
15	4	10
11	4	7
11	3	8
1276	464	784
1280	467	783
1462	654	808
1395	576	815
735	288	443
244	48	195
10	2	8
10	2	8
25	10	13
29	6	21
520	167	338
527	150	371
22	6	15
11	2	9
115	23	91
97	22	66
77	20	49
36	7	28
26	10	16
13	2	11
201	44	155
208	55	144
218	51	151
221	54	149
233	65	168
259	60	196
279	74	175
297	70	189
301	71	225
315	73	235
317	68	242
340	99	204
344	94	207
360	98	259
434	154	252
11	2	9
236	48	188
259	52	207
420	89	329
481	152	328
519	148	364
515	149	349
30	10	20
23	9	14
19	9	10
17	6	11
13	5	8
11	4	7
10	4	5
46	11	27
41	18	22
32	13	17
24	10	13
20	10	10
18	8	9
11	4	7
10	5	5
998	239	748
1099	358	735
1244	494	746
1407	679	718
1405	673	730
1400	663	724
1402	670	718
1397	660	728
1334	585	740
1323	560	753
1325	566	757
1233	474	742
1228	456	751
1158	414	742
1065	330	731
1056	313	742
1046	300	739
1011	237	773
996	205	789
1017	206	806
1015	206	801
1025	206	819
1044	214	829
1029	210	811
1007	209	794
1004	210	789
1002	207	787
999	213	780
995	211	770
998	214	775
1002	223	773
1023	215	807
1069	366	695
1109	283	826
1236	526	706
1423	708	708
3293	664	2601
3576	747	2804
3589	751	2824
3589	730	2818
3122	648	2444
3107	656	2412
3116	685	2427
1810	821	975
1582	709	866
1514	735	770
1359	652	698
1215	516	696
1205	511	690
1175	475	680
1157	463	684
1006	312	691
994	304	679
972	196	767
973	279	692
951	253	691
928	230	694
918	222	687
47	9	30
21	6	14
276	55	119
277	112	162
847	257	581
815	242	569
802	238	563
648	146	500
13	2	11
77	23	52
13	4	9
14	2	12
99	31	51
183	71	76
204	45	105
1437	709	717
1343	651	681
1392	675	707
1287	618	651
1298	635	653
1360	664	686
1421	689	727
1373	653	714
1345	654	679
1351	651	692
1396	660	725
1349	637	708
1287	643	643
1287	625	657
1273	622	645
1324	653	661
1433	695	728
1320	648	665
1366	654	697
1456	689	758
1458	694	749
1446	679	765
1410	644	748
1519	329	1184
1802	579	1166
1798	569	1208
1399	444	877
1127	414	704
1158	390	766
1331	348	932
1349	333	970
1168	410	758
853	256	596
599	219	375
133	26	99
29	8	15
48	11	35
160	60	86
168	72	94
918	226	684
1094	500	588
954	221	733
188	44	138
183	44	135
159	46	113
153	44	106
147	45	101
129	42	84
120	42	77
110	36	71
105	36	66
99	33	64
91	27	62
80	20	59
71	18	53
65	15	50
52	12	38
47	11	36
36	10	24
30	7	20
25	5	20
19	3	16
13	2	11
23	4	19
442	94	347
373	93	277
246	73	169
113	36	77
106	34	72
14	2	12
18	3	15
149	29	118
315	68	243
361	77	283
365	77	287
366	77	287
470	99	371
484	99	385
200	45	154
7998	2628	4964
377	82	288
19	3	16
868	222	635
873	232	635
901	265	621
958	304	638
972	341	621
882	215	651
106	48	55
28	5	22
23	6	16
16	5	11
10	3	6
12	2	10
307	119	175
11	2	9
11	2	9
11	2	9
10	2	7
10	2	8
10	3	7
14	2	12
1014	203	801
1173	248	761
1197	537	642
748	234	438
755	352	359
762	271	431
760	259	499
747	232	514
785	159	622
3153	1333	1791
4502	1922	2536
5184	2161	2965
3202	1221	1952
2028	787	1231
377	156	214
225	74	124
210	69	116
197	90	99
185	58	75
175	64	102
170	47	87
131	57	62
128	41	58
110	40	47
91	26	55
79	21	48
71	28	31
57	22	27
14	2	12
61	12	36
42	17	20
25	6	16
16	3	13
11	3	8
438	113	229
380	111	254
379	101	274
353	113	238
320	78	195
320	99	221
314	72	225
301	97	201
300	63	236
294	62	210
283	85	193
230	51	167
58	12	39
51	12	35
48	11	37
25	8	17
23	9	14
12	5	7
268	53	184
299	78	168
391	96	253
599	135	354
87	18	66
38	16	16
37	10	24
58	11	38
992	254	731
1009	294	713
930	218	701
954	246	696
940	249	688
925	206	713
908	201	699
873	225	643
881	220	655
58	12	46
11	2	9
98	39	45
117	29	58
81	17	62
78	16	61
77	19	57
71	22	47
65	26	39
65	26	38
69	33	36
70	34	36
72	31	39
70	25	44
73	17	55
19	3	15
10	2	8
11	3	8
1203	314	855
1229	315	826
1375	469	895
1399	543	844
1521	606	893
2407	916	1257
1572	316	1134
1299	473	717
1184	349	819
1113	254	838
12	2	10
11	5	6
69	32	36
74	27	43
82	20	56
19	3	16
13	3	9
226	87	137
191	41	141
179	67	96
179	84	91
156	34	115
155	50	61
154	32	122
92	28	43
91	37	42
77	38	38
38	12	24
35	14	21
20	7	10
19	3	16
10	2	8
11	3	8
220	44	170
222	46	175
685	138	536
1034	314	717
1043	317	717
1096	358	728
966	288	666
933	302	622
1056	274	775
884	302	576
756	264	486
703	294	395
111	29	70
122	24	68
116	39	57
144	42	98
139	38	87
840	206	627
763	217	540
422	123	299
75	17	58
73	20	50
71	27	33
65	21	43
62	16	42
60	24	35
58	11	45
56	18	36
116	32	81
94	32	61
409	82	323
1388	548	827
1362	509	832
943	249	693
242	69	132
223	47	175
160	39	107
259	79	180
1131	291	834
1153	301	851
1194	307	881
1256	324	925
1300	334	957
1323	418	898
1639	599	1031
1780	574	1196
1803	457	1338
1811	458	1321
1811	457	1295
1809	458	1301
1816	458	1331
1820	458	1319
1826	456	1358
1832	456	1350
1858	545	1305
1452	359	1091
1108	270	835
1008	246	761
367	81	282
369	177	179
415	206	207
421	127	262
410	90	316
14	2	12
94	40	53
136	62	74
328	131	197
383	150	233
546	209	334
596	224	371
722	264	455
891	311	572
1008	345	661
1067	367	684
1059	383	666
1069	400	666
1063	429	628
790	319	467
643	264	376
627	261	366
567	237	330
525	226	299
503	215	285
408	170	236
261	119	139
947	189	754
1095	291	802
1092	298	790
1110	316	792
1192	441	744
1195	451	738
1188	451	737
1158	453	692
1155	459	694
1170	455	704
1176	466	710
1165	467	688
1182	482	697
1231	517	702
1244	516	727
1289	562	726
1302	558	741
1322	586	733
1536	615	754
1539	760	773
1556	721	825
1574	365	1193
1286	305	936
1230	495	719
1213	475	731
513	106	401
69	23	25
13	2	11
16	3	13
13	3	10
37	8	29
1037	220	815
1047	224	823
1020	234	768
1020	228	778
1019	249	762
1060	271	785
1086	303	770
1109	333	767
1086	324	753
1095	342	749
1099	350	741
1077	324	746
1104	358	738
1146	394	751
1144	394	746
1100	338	757
1067	305	757
985	223	755
13	2	11
10	3	7
13	5	7
16	6	10
18	7	11
23	8	15
33	11	21
43	11	31
49	13	36
52	14	38
56	15	41
62	16	45
67	19	48
72	20	51
73	21	52
81	20	60
87	22	63
89	21	67
96	21	72
101	24	77
930	209	689
988	270	718
1105	412	666
1052	276	767
1026	306	715
869	203	654
884	212	662
887	220	663
30	7	23
698	164	533
842	214	625
1046	346	693
1454	676	764
1238	487	741
1199	469	719
1136	390	745
1103	368	714
1080	363	709
1048	359	683
1083	336	733
975	316	654
903	349	554
826	251	574
781	230	550
777	338	434
777	211	559
774	219	553
613	156	457
611	155	447
607	155	449
599	153	444
615	162	445
616	165	451
604	166	437
373	100	271
362	94	264
359	86	268
358	86	270
352	81	265
271	67	202
376	101	272
814	398	407
884	433	443
953	207	742
963	215	740
963	224	739
981	220	758
987	224	762
1040	232	807
28	5	23
1534	759	764
1446	706	728
127	48	60
13	2	11
170	46	117
153	36	93
14	2	12
36	7	29
2092	582	1311
2460	994	1304
2873	661	1840
1289	314	965
1086	228	850
14	2	12
12	2	10
719	169	492
524	116	402
29	8	20
16	7	9
12	5	6
11	4	7
12	4	8
17	8	9
20	9	11
28	13	13
32	14	18
38	18	20
44	18	25
46	16	30
53	12	38
13	4	9
709	172	531
769	195	565
15	3	12
1945	476	1453
2576	577	1900
2611	587	2008
106	22	83
41	9	32
22	7	9
16	6	8
101	31	34
258	78	175
228	87	137
163	45	82
10	2	8
18	3	15
14	2	12
12	2	10
11	4	5
27	6	16
41	10	29
697	187	461
1019	299	717
1082	369	705
1121	405	710
1226	494	728
1230	496	727
1118	370	740
1038	257	739
1034	257	772
1026	257	760
1013	257	741
975	225	732
24	4	20
801	181	613
801	178	614
794	181	610
791	166	623
771	165	603
814	198	608
919	259	652
943	272	670
956	282	668
982	309	671
986	306	671
1022	323	695
979	288	684
986	286	697
992	265	719
1748	456	1271
1764	450	1306
641	154	458
621	133	390
579	122	387
562	181	347
511	112	393
228	57	165
83	25	52
73	28	30
66	26	35
38	11	25
28	7	21
18	5	12
12	3	9
20	7	13
32	15	17
45	22	23
60	29	30
64	30	34
79	37	41
85	38	46
113	51	62
129	59	69
142	61	77
175	73	98
191	88	102
206	90	112
214	93	120
232	99	126
247	109	138
260	112	144
273	121	150
292	133	157
544	177	365
711	292	413
848	227	618
1246	535	708
1491	585	903
1795	508	1272
1745	743	998
1724	744	977
1711	739	965
1677	734	928
1005	305	698
970	287	675
950	239	705
941	218	718
969	284	679
981	211	764
1004	228	768
1074	404	659
1102	448	644
1130	319	799
1161	481	667
